OrderNo,OrderedQuantity,Price,OrderLineNumber,TotalSales,OrderDate,OrderStatus,Month,Quarter,Year,ProductLine,MSRP,ProductCode,CustomerName,CustomerPhone,CustomerAddress,City,State,PostalCode,Country,Geography,SalesContactFName,SalesContactLName,AvgDealSize
10311,25,66.99,2,1674.75,2004-10-16,Shipped,10,4,2004,ClassicCars,71,S184933,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10193,20,50.62,9,1012.4,2003-11-21,Shipped,11,4,2003,VintageCars,44,S242022,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Small
10126,22,100,4,3347.74,2003-05-28,Shipped,5,2,2003,ClassicCars,147,S104962,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Medium
10253,39,100,8,5148,2004-06-01,Cancelled,6,2,2004,ClassicCars,140,S243856,UKCollectablesLtd,1715552282,BerkeleyGardens12Brewery,Liverpool,"",WX16LT,UK,EMEA,Elizabeth,Devon,Medium
10414,44,73.98,1,3255.12,2005-05-06,OnHold,5,2,2005,Ships,86,S183029,Gifts4AllAgescom,6175559555,8616SpinnakerDr,Boston,MA,51003,USA,NA,Juri,Yoshido,Medium
10332,45,34.19,12,1538.55,2004-11-17,Shipped,11,4,2004,ClassicCars,85,S243191,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Small
10148,28,100,11,3639.44,2003-09-11,Shipped,9,3,2003,ClassicCars,141,S183685,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Medium
10308,27,82.79,7,2235.33,2004-10-15,Shipped,10,4,2004,Planes,84,S182581,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Small
10230,46,60.9,4,2801.4,2004-03-15,Shipped,3,1,2004,Trains,62,S323207,BlauerSeeAutoCo,496966902555,Lyonerstr34,Frankfurt,"",60528,Germany,EMEA,Roland,Keitel,Small
10281,29,82.83,8,2402.07,2004-08-19,Shipped,8,3,2004,TrucksandBuses,96,S321268,DiecastClassicsInc,2155551555,7586PomptonSt,Allentown,PA,70267,USA,NA,Kyung,Yu,Small
10145,47,83.03,11,3902.41,2003-08-25,Shipped,8,3,2003,Motorcycles,76,S242000,Toys4GrownUpscom,6265557265,78934HillsideDr,Pasadena,CA,90003,USA,NA,Julie,Young,Medium
10178,30,72.33,3,2169.9,2003-11-08,Shipped,11,4,2003,Planes,68,S243949,AlphaCognac,61776555,1rueAlsaceLorraine,Toulouse,"",31000,France,EMEA,Annette,Roulet,Small
10121,25,86.74,3,2168.5,2003-05-07,Shipped,5,2,2003,Motorcycles,102,S324485,ReimsCollectables,26471555,59ruedelAbbaye,Reims,"",51100,France,EMEA,Paul,Henriot,Small
10287,21,100,12,3432.24,2004-08-30,Shipped,8,3,2004,ClassicCars,194,S121099,VidaSportLtd,0897034555,Grenzacherweg237,Gensve,"",1203,Switzerland,EMEA,Michael,Holz,Medium
10282,24,100,4,3778.8,2004-08-20,Shipped,8,3,2004,ClassicCars,173,S123891,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10273,21,100,14,2146.2,2004-07-21,Shipped,7,3,2004,Ships,86,S7001938,PetitAuto,02555467,RueJosephBens532,Bruxelles,"",B-1180,Belgium,EMEA,Catherine,Dewey,Small
10186,32,89.46,7,2862.72,2003-11-14,Shipped,11,4,2003,Ships,86,S183029,DoubleDeckerGiftStoresLtd,1715557555,120HanoverSq,London,"",WA11DP,UK,EMEA,Thomas,Hardy,Small
10139,20,90.06,2,1801.2,2003-07-16,Shipped,7,3,2003,VintageCars,104,S183136,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Small
10280,20,28.88,12,577.6,2004-08-17,Shipped,8,3,2004,VintageCars,33,S241937,AmicaModelsCo,0114988555,ViaMonteBianco34,Torino,"",10100,Italy,EMEA,Paolo,Accorti,Small
10193,25,76.26,16,1906.5,2003-11-21,Shipped,11,4,2003,ClassicCars,71,S184933,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Small
10245,44,69.16,5,3043.04,2004-05-04,Shipped,5,2,2004,TrucksandBuses,64,S323522,SuperScaleInc,2035559545,567NorthPendaleStreet,NewHaven,CT,97823,USA,NA,Leslie,Murphy,Medium
10119,43,100,3,6916.12,2003-04-28,Shipped,4,2,2003,Planes,157,S181662,SalzburgCollectables,65629555,Geislweg14,Salzburg,"",5020,Austria,EMEA,Georg,Pipps,Medium
10356,27,64.69,2,1746.63,2004-12-09,Shipped,12,4,2004,ClassicCars,142,S181984,LyonSouveniers,33146627555,27rueduColonelPierreAvia,Paris,"",75508,France,EMEA,Daniel,DaCunha,Small
10153,49,100,10,7036.89,2003-09-28,Shipped,9,3,2003,ClassicCars,173,S123891,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Large
10223,28,60.57,5,1695.96,2004-02-20,Shipped,2,1,2004,Motorcycles,60,S182625,AustralianCollectorsCo,0395204555,636StKildaRoad,Melbourne,Victoria,3004,Australia,APAC,Peter,Ferguson,Small
10305,37,100,9,7455.87,2004-10-13,Shipped,10,4,2004,ClassicCars,169,S183232,MartasReplicasCo,6175558555,39323SpinnakerDr,Cambridge,MA,51247,USA,NA,Marta,Hernandez,Large
10416,26,61.22,7,1591.72,2005-05-10,Shipped,5,2,2005,VintageCars,68,S324289,LordineSouveniers,0522556555,StradaProvinciale124,ReggioEmilia,"",42100,Italy,EMEA,Maurizio,Moroni,Small
10325,24,100,1,2583.6,2004-11-05,Shipped,11,4,2004,ClassicCars,173,S123891,BaaneMiniImports,07989555,ErlingSkakkesgate78,Stavern,"",4110,Norway,EMEA,Jonas,Bergulfsen,Small
10147,21,63.84,8,1340.64,2003-09-05,Shipped,9,3,2003,ClassicCars,79,S123990,CollectablesForLessInc,6175558555,7825DouglasAv,Brickhaven,MA,58339,USA,NA,Allen,Nelson,Small
10237,27,100,5,3113.64,2004-04-05,Shipped,4,2,2004,Motorcycles,102,S324485,VitachromeInc,2125551500,2678KingstonRd,NYC,NY,10022,USA,NA,Michael,Frick,Medium
10143,37,50.65,10,1874.05,2003-08-10,Shipped,8,3,2003,Planes,49,S721253,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Small
10178,34,80.84,5,2748.56,2003-11-08,Shipped,11,4,2003,Planes,68,S242841,AlphaCognac,61776555,1rueAlsaceLorraine,Toulouse,"",31000,France,EMEA,Annette,Roulet,Small
10215,49,100,4,5510.05,2004-01-29,Shipped,1,1,2004,VintageCars,101,S182949,WestCoastCollectablesCo,3105553722,3675FurthCircle,Burbank,CA,94019,USA,NA,Steve,Thompson,Medium
10181,22,73.92,10,1626.24,2003-11-12,Shipped,11,4,2003,ClassicCars,77,S181889,HerkkuGifts,4722673215,Drammen121PR744Sentrum,Bergen,"",N5804,Norway,EMEA,Veysel,Oeztan,Small
10105,41,82.5,10,3382.5,2003-02-11,Shipped,2,1,2003,VintageCars,87,S184522,DanishWholesaleImports,31123555,Vinbltet34,Kobenhavn,"",1734,Denmark,EMEA,Jytte,Petersen,Medium
10308,20,100,1,4570.4,2004-10-15,Shipped,10,4,2004,Motorcycles,193,S104698,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Medium
10374,46,94.1,3,4328.6,2005-02-02,Shipped,2,1,2005,Planes,109,S241785,AustralianGiftNetworkCo,61738446555,31DuncanStWestEnd,SouthBrisbane,Queensland,4101,Australia,APAC,Tony,Calaghan,Medium
10204,45,49.81,12,2241.45,2003-12-02,Shipped,12,4,2003,ClassicCars,50,S241628,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Small
10121,34,81.35,5,2765.9,2003-05-07,Shipped,5,2,2003,Motorcycles,95,S101678,ReimsCollectables,26471555,59ruedelAbbaye,Reims,"",51100,France,EMEA,Paul,Henriot,Small
10126,42,54.99,17,2309.58,2003-05-28,Shipped,5,2,2003,VintageCars,53,S181367,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Small
10119,27,99.52,8,2687.04,2003-04-28,Shipped,4,2,2003,VintageCars,105,S183856,SalzburgCollectables,65629555,Geislweg14,Salzburg,"",5020,Austria,EMEA,Georg,Pipps,Small
10396,37,90.57,8,3351.09,2005-03-23,Shipped,3,1,2005,VintageCars,83,S243816,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10152,23,100,3,2802.09,2003-09-25,Shipped,9,3,2003,ClassicCars,118,S244048,AustralianGiftNetworkCo,61738446555,31DuncanStWestEnd,SouthBrisbane,Queensland,4101,Australia,APAC,Tony,Calaghan,Small
10167,32,63.12,3,2019.84,2003-10-23,Cancelled,10,4,2003,VintageCars,65,S243420,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Small
10114,28,55.73,2,1560.44,2003-04-01,Shipped,4,2,2003,TrucksandBuses,54,S322509,LaCorneDabondanceCo,142342555,265boulevardCharonne,Paris,"",75012,France,EMEA,Marie,Bertrand,Small
10192,23,100,1,3052.33,2003-11-20,Shipped,11,4,2003,ClassicCars,117,S242887,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Medium
10416,47,88.63,6,4165.61,2005-05-10,Shipped,5,2,2005,Planes,109,S241785,LordineSouveniers,0522556555,StradaProvinciale124,ReggioEmilia,"",42100,Italy,EMEA,Maurizio,Moroni,Medium
10159,41,100,2,8296.35,2003-10-10,Shipped,10,4,2003,ClassicCars,194,S121099,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Large
10126,30,97.39,13,2921.7,2003-05-28,Shipped,5,2,2003,VintageCars,104,S183136,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Small
10149,49,49.28,6,2414.72,2003-09-12,Shipped,9,3,2003,VintageCars,44,S242022,SignalCollectiblesLtd,4155554312,2793FurthCircle,Brisbane,CA,94217,USA,NA,Sue,Taylor,Small
10259,41,100,13,4666.62,2004-06-15,Shipped,6,2,2004,TrucksandBuses,121,S184600,HandjiGiftsCo,652241555,VillageClose106LindenRoadSandown,Singapore,"",69045,Singapore,APAC,Wendy,Victorino,Medium
10293,24,100,9,4242.24,2004-09-09,Shipped,9,3,2004,ClassicCars,151,S123148,AmicaModelsCo,0114988555,ViaMonteBianco34,Torino,"",10100,Italy,EMEA,Paolo,Accorti,Medium
10316,21,94.62,15,1987.02,2004-11-01,Shipped,11,4,2004,Ships,86,S183029,giftsbymailcouk,1985558888,GardenHouseCrowtherWay,Cowes,IsleofWight,PO317PJ,UK,EMEA,Helen,Bennett,Small
10380,40,100,10,4931.6,2005-02-16,Shipped,2,1,2005,VintageCars,127,S182325,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10190,46,32.99,1,1517.54,2003-11-19,Shipped,11,4,2003,Motorcycles,40,S322206,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10180,22,100,7,2514.6,2003-11-11,Shipped,11,4,2003,Motorcycles,102,S324485,DaedalusDesignsImports,20161555,184chaussedeTournai,Lille,"",59000,France,EMEA,Martine,Rance,Small
10194,45,70.49,2,3172.05,2003-11-25,Shipped,11,4,2003,TrucksandBuses,60,S182432,SaveleyHenriotCo,78325555,2rueduCommerce,Lyon,"",69004,France,EMEA,Mary,Saveley,Medium
10244,30,100,1,3525.6,2004-04-29,Shipped,4,2,2004,VintageCars,101,S182949,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10170,34,100,1,3819.56,2003-11-04,Shipped,11,4,2003,ClassicCars,140,S243856,MiniAutoWerke,76753555,Kirchgasse6,Graz,"",8010,Austria,EMEA,Roland,Mendel,Medium
10100,49,34.47,1,1689.03,2003-01-06,Shipped,1,1,2003,VintageCars,41,S243969,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Small
10280,34,100,2,8014.82,2004-08-17,Shipped,8,3,2004,ClassicCars,214,S101949,AmicaModelsCo,0114988555,ViaMonteBianco34,Torino,"",10100,Italy,EMEA,Paolo,Accorti,Large
10275,39,100,16,4472.52,2004-07-23,Shipped,7,3,2004,Planes,99,S7002466,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Medium
10110,42,61.29,9,2574.18,2003-03-18,Shipped,3,1,2003,ClassicCars,71,S184933,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Small
10386,37,83.84,14,3102.08,2005-03-01,Resolved,3,1,2005,Planes,99,S7002466,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10383,22,91.76,2,2018.72,2005-02-22,Shipped,2,1,2005,ClassicCars,57,S241444,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10261,25,88.15,5,2203.75,2004-06-17,Shipped,6,2,2004,Ships,100,S7003505,QuebecHomeShoppingNetwork,5145558054,43rueStLaurent,Montreal,Quebec,H1J1C3,Canada,NA,Jean,Fresnisre,Small
10170,47,100,4,5464.69,2003-11-04,Shipped,11,4,2003,ClassicCars,117,S123380,MiniAutoWerke,76753555,Kirchgasse6,Graz,"",8010,Austria,EMEA,Roland,Mendel,Medium
10247,40,49.71,6,1988.4,2004-05-05,Shipped,5,2,2004,Trains,62,S323207,SuominenSouveniers,35898045555,SoftwareEngineeringCenterSECOy,Espoo,"",FIN-02271,Finland,EMEA,Kalle,Suominen,Small
10401,11,100,8,1135.31,2005-04-03,OnHold,4,2,2005,Planes,91,S7001691,TekniCollectablesInc,2015559350,7476MossRd,Newark,NJ,94019,USA,NA,William,Brown,Small
10287,44,82.39,8,3625.16,2004-08-30,Shipped,8,3,2004,ClassicCars,77,S181889,VidaSportLtd,0897034555,Grenzacherweg237,Gensve,"",1203,Switzerland,EMEA,Michael,Holz,Medium
10222,31,62.67,15,1942.77,2004-02-19,Shipped,2,1,2004,Ships,66,S7001138,CollectableMiniDesignsCo,7605558146,361FurthCircle,SanDiego,CA,91217,USA,NA,Valarie,Thompson,Small
10421,40,45.7,2,1828,2005-05-29,InProcess,5,2,2005,VintageCars,44,S242022,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10382,25,88,5,2200,2005-02-17,Shipped,2,1,2005,ClassicCars,163,S182238,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10296,21,71.25,8,1496.25,2004-09-15,Shipped,9,3,2004,Planes,68,S242841,BavarianCollectablesImportsCo,498961089555,Hansastr15,Munich,"",80686,Germany,EMEA,Michael,Donnermeyer,Small
10223,47,100,9,4724.91,2004-02-20,Shipped,2,1,2004,Planes,84,S182581,AustralianCollectorsCo,0395204555,636StKildaRoad,Melbourne,Victoria,3004,Australia,APAC,Peter,Ferguson,Medium
10222,38,100,16,4187.22,2004-02-19,Shipped,2,1,2004,Ships,100,S7003505,CollectableMiniDesignsCo,7605558146,361FurthCircle,SanDiego,CA,91217,USA,NA,Valarie,Thompson,Medium
10227,24,48.38,5,1161.12,2004-03-02,Shipped,3,1,2004,VintageCars,44,S242022,SaveleyHenriotCo,78325555,2rueduCommerce,Lyon,"",69004,France,EMEA,Mary,Saveley,Small
10248,23,76.31,2,1755.13,2004-05-07,Cancelled,5,2,2004,VintageCars,83,S243816,LandofToysInc,2125557818,897LongAirportAvenue,NYC,NY,10022,USA,NA,Kwai,Yu,Small
10122,20,100,7,2142,2003-05-08,Shipped,5,2,2003,ClassicCars,115,S124675,MarseilleMiniAutos,91244555,12ruedesBouchers,Marseille,"",13008,France,EMEA,Laurence,Lebihan,Small
10225,27,100,9,4517.91,2004-02-22,Shipped,2,1,2004,ClassicCars,194,S121099,VidaSportLtd,0897034555,Grenzacherweg237,Gensve,"",1203,Switzerland,EMEA,Michael,Holz,Medium
10327,43,80,2,3440,2004-11-10,Resolved,11,4,2004,Ships,100,S7003505,DanishWholesaleImports,31123555,Vinbltet34,Kobenhavn,"",1734,Denmark,EMEA,Jytte,Petersen,Medium
10291,30,100,4,3855.9,2004-09-08,Shipped,9,3,2004,ClassicCars,147,S104962,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Medium
10407,13,81.33,7,1057.29,2005-04-22,OnHold,4,2,2005,ClassicCars,85,S243191,TheSharpGiftsWarehouse,4085553659,3086IngleLn,SanJose,CA,94217,USA,NA,Sue,Frick,Small
10181,27,100,3,3884.76,2003-11-12,Shipped,11,4,2003,ClassicCars,132,S182870,HerkkuGifts,4722673215,Drammen121PR744Sentrum,Bergen,"",N5804,Norway,EMEA,Veysel,Oeztan,Medium
10287,36,39.65,6,1427.4,2004-08-30,Shipped,8,3,2004,ClassicCars,37,S242972,VidaSportLtd,0897034555,Grenzacherweg237,Gensve,"",1203,Switzerland,EMEA,Michael,Holz,Small
10184,46,100,13,4607.36,2003-11-14,Shipped,11,4,2003,TrucksandBuses,96,S321268,IberiaGiftImportsCorp,955558282,CRomero33,Sevilla,"",41101,Spain,EMEA,JosePedro,Roel,Medium
10178,42,100,4,6490.68,2003-11-08,Shipped,11,4,2003,Planes,157,S181662,AlphaCognac,61776555,1rueAlsaceLorraine,Toulouse,"",31000,France,EMEA,Annette,Roulet,Medium
10110,31,100,1,5074.39,2003-03-18,Shipped,3,1,2003,VintageCars,168,S182795,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Medium
10127,46,100,2,11279.2,2003-06-03,Shipped,6,2,2003,ClassicCars,207,S121108,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Large
10370,27,56.85,9,1534.95,2005-01-20,Shipped,1,1,2005,ClassicCars,169,S183232,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Small
10159,23,67.1,6,1543.3,2003-10-10,Shipped,10,4,2003,ClassicCars,80,S244620,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Small
10183,41,100,5,6163.94,2003-11-13,Shipped,11,4,2003,TrucksandBuses,136,S121666,ClassicGiftIdeasInc,2155554695,782FirstStreet,Philadelphia,PA,71270,USA,NA,Francisca,Cervantes,Medium
10106,36,100,12,5279.4,2003-02-17,Shipped,2,1,2003,Planes,157,S181662,RovelliGifts,035640555,ViaLudovicoilMoro22,Bergamo,"",24100,Italy,EMEA,Giovanni,Rovelli,Medium
10373,39,73,13,2847,2005-01-31,Shipped,1,1,2005,Planes,68,S243949,OuluToySuppliesInc,981443655,Torikatu38,Oulu,"",90110,Finland,EMEA,Pirkko,Koskitalo,Small
10241,27,86.73,9,2341.71,2004-04-13,Shipped,4,2,2004,ClassicCars,107,S243432,MiniCaravy,88601555,24placeKluber,Strasbourg,"",67000,France,EMEA,Frederique,Citeaux,Small
10244,20,58.22,6,1164.4,2004-04-29,Shipped,4,2,2004,VintageCars,53,S181367,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10185,33,100,14,4038.21,2003-11-14,Shipped,11,4,2003,ClassicCars,151,S123148,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Medium
10204,38,100,16,6432.64,2003-12-02,Shipped,12,4,2003,ClassicCars,142,S181984,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Medium
10250,40,75.06,13,3002.4,2004-05-11,Shipped,5,2,2004,Planes,68,S243949,TheSharpGiftsWarehouse,4085553659,3086IngleLn,SanJose,CA,94217,USA,NA,Sue,Frick,Medium
10271,34,98.39,3,3345.26,2004-07-20,Shipped,7,3,2004,TrucksandBuses,115,S501392,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10159,25,100,4,3638,2003-10-10,Shipped,10,4,2003,ClassicCars,146,S183482,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Medium
10424,26,59.87,4,1556.62,2005-05-31,InProcess,5,2,2005,VintageCars,50,S184668,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10194,32,100,5,4262.08,2003-11-25,Shipped,11,4,2003,TrucksandBuses,121,S184600,SaveleyHenriotCo,78325555,2rueduCommerce,Lyon,"",69004,France,EMEA,Mary,Saveley,Medium
10148,34,100,3,4392.12,2003-09-11,Shipped,9,3,2003,ClassicCars,117,S242887,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Medium
10239,29,100,3,4479.63,2004-04-12,Shipped,4,2,2004,ClassicCars,140,S243856,OuluToySuppliesInc,981443655,Torikatu38,Oulu,"",90110,Finland,EMEA,Pirkko,Koskitalo,Medium
10374,42,69.27,2,2909.34,2005-02-02,Shipped,2,1,2005,Planes,84,S182581,AustralianGiftNetworkCo,61738446555,31DuncanStWestEnd,SouthBrisbane,Queensland,4101,Australia,APAC,Tony,Calaghan,Small
10368,46,37.34,3,1717.64,2005-01-19,Shipped,1,1,2005,VintageCars,41,S243969,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10300,23,100,7,3786.49,2003-10-04,Shipped,10,4,2003,ClassicCars,146,S183482,BlauerSeeAutoCo,496966902555,Lyonerstr34,Frankfurt,"",60528,Germany,EMEA,Roland,Keitel,Medium
10154,36,64.33,1,2315.88,2003-10-02,Shipped,10,4,2003,Ships,72,S7002610,BoardsToysCo,3105552373,4097DouglasAv,Glendale,CA,92561,USA,NA,Leslie,Young,Small
10401,21,96.11,2,2018.31,2005-04-03,OnHold,4,2,2005,Planes,118,S7002834,TekniCollectablesInc,2015559350,7476MossRd,Newark,NJ,94019,USA,NA,William,Brown,Small
10186,26,100,9,3854.24,2003-11-14,Shipped,11,4,2003,ClassicCars,136,S104757,DoubleDeckerGiftStoresLtd,1715557555,120HanoverSq,London,"",WA11DP,UK,EMEA,Thomas,Hardy,Medium
10203,47,100,3,6996.42,2003-12-02,Shipped,12,4,2003,ClassicCars,140,S243856,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10151,30,40.31,4,1209.3,2003-09-21,Shipped,9,3,2003,ClassicCars,35,S242840,OuluToySuppliesInc,981443655,Torikatu38,Oulu,"",90110,Finland,EMEA,Pirkko,Koskitalo,Small
10271,25,69.28,11,1732,2004-07-20,Shipped,7,3,2004,TrucksandBuses,60,S182432,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10297,25,82.79,4,2069.75,2004-09-16,Shipped,9,3,2004,Planes,84,S182581,CloverCollectionsCo,35318621555,25MaidenLane,Dublin,"",2,Ireland,EMEA,Dean,Cassidy,Small
10251,44,100,5,5756.52,2004-05-18,Shipped,5,2,2004,Motorcycles,118,S102016,TekniCollectablesInc,2015559350,7476MossRd,Newark,NJ,94019,USA,NA,William,Brown,Medium
10155,32,91.43,9,2925.76,2003-10-06,Shipped,10,4,2003,Ships,90,S7002047,ToysofFinlandCo,902248555,Keskuskatu45,Helsinki,"",21240,Finland,EMEA,Matti,Karttunen,Small
10182,47,74.22,16,3488.34,2003-11-12,Shipped,11,4,2003,ClassicCars,73,S241046,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10377,24,67.83,5,1627.92,2005-02-09,Shipped,2,1,2005,ClassicCars,79,S123990,ToysofFinlandCo,902248555,Keskuskatu45,Helsinki,"",21240,Finland,EMEA,Matti,Karttunen,Small
10378,34,42.64,5,1449.76,2005-02-10,Shipped,2,1,2005,ClassicCars,124,S181589,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10150,20,100,1,3191.2,2003-09-19,Shipped,9,3,2003,ClassicCars,147,S104962,DragonSouveniersLtd,652217555,BronzSokBronzApt36Tesvikiye,Singapore,"",79903,Singapore,Japan,Eric,Natividad,Medium
10398,36,87.36,12,3144.96,2005-03-30,Shipped,3,1,2005,Planes,74,S7004002,ReimsCollectables,26471555,59ruedelAbbaye,Reims,"",51100,France,EMEA,Paul,Henriot,Medium
10223,21,100,7,2475.27,2004-02-20,Shipped,2,1,2004,Motorcycles,99,S321374,AustralianCollectorsCo,0395204555,636StKildaRoad,Melbourne,Victoria,3004,Australia,APAC,Peter,Ferguson,Small
10363,33,85.39,3,2817.87,2005-01-06,Shipped,1,1,2005,ClassicCars,194,S121099,SuominenSouveniers,35898045555,SoftwareEngineeringCenterSECOy,Espoo,"",FIN-02271,Finland,EMEA,Kalle,Suominen,Small
10308,24,79.91,5,1917.84,2004-10-15,Shipped,10,4,2004,Motorcycles,99,S321374,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Small
10211,48,48.98,1,2351.04,2004-01-15,Shipped,1,1,2004,ClassicCars,61,S243371,AutoCanalPetit,147556555,25rueLauriston,Paris,"",75016,France,EMEA,Dominique,Perrier,Small
10407,42,72.65,1,3051.3,2005-04-22,OnHold,4,2,2005,VintageCars,60,S182248,TheSharpGiftsWarehouse,4085553659,3086IngleLn,SanJose,CA,94217,USA,NA,Sue,Frick,Medium
10340,40,84.77,1,3390.8,2004-11-24,Shipped,11,4,2004,Planes,72,S244278,EnacoDistributors,932034555,RambladeCatalu¤a23,Barcelona,"",8022,Spain,EMEA,Eduardo,Saavedra,Medium
10275,30,79.98,6,2399.4,2004-07-23,Shipped,7,3,2004,Motorcycles,76,S242000,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Small
10314,46,100,6,6393.54,2004-10-22,Shipped,10,4,2004,ClassicCars,151,S123148,HeintzeCollectables,86213555,Smagsloget45,Aaarhus,"",8200,Denmark,EMEA,Palle,Ibsen,Medium
10174,43,100,1,6817.22,2003-11-06,Shipped,11,4,2003,TrucksandBuses,136,S121666,AustralianGiftNetworkCo,61738446555,31DuncanStWestEnd,SouthBrisbane,Queensland,4101,Australia,APAC,Tony,Calaghan,Medium
10291,48,100,1,5398.08,2004-09-08,Shipped,9,3,2004,TrucksandBuses,127,S242300,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Medium
